ID_Caso,AST_Features,Tem_Fuga_de_Recurso
Case_054_Bankdroid_SINTETICO_11_BUG,MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other,1
Case_289_Bankdroid_SINTETICO_10_BUG,TryStatement MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other CatchClause MethodCall_Other,1
Case_176_CSipSimple_SINTETICO_1_FIX,MethodCall_Other MethodCall_release MethodCall_Other MethodCall_Other MethodCall_Other,0
Case_139_APG_SINTETICO_7_FIX,MethodCall_Other MethodCall_Other TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_close,0
Case_099_Wordpress_SINTETICO_4_FIX,MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other,0
Case_158_OsmDroid_SINTETICO_5_FIX,MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other,0
Case_169_K-9 Mail_SINTETICO_9_FIX,TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other CatchClause MethodCall_Other TryStatement MethodCall_close CatchClause TryStatement MethodCall_close CatchClause,0
Case_214_Xabber_SINTETICO_11_BUG,MethodCall_Other TryStatement MethodCall_Other MethodCall_Other MethodCall_Other CatchClause MethodCall_Other,1
Case_231_ChatSecure_SINTETICO_1_FIX,MethodCall_Other MethodCall_close MethodCall_Other MethodCall_Other,0
Case_093_Wordpress_SINTETICO_1_BUG,MethodCall_Other,1
Case_285_Osmand_SINTETICO_9_BUG,MethodCall_Other MethodCall_Other TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other CatchClause MethodCall_Other MethodCall_Other,1
Case_049_Owncloud_SINTETICO_5_BUG,MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other,1
Case_261_Terminal_SINTETICO_6_FIX,TryStatement HasFinallyBlock MethodCall_Other TryStatement MethodCall_close CatchClause,0
Case_286_Cgeo_SINTETICO_9_BUG,MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other TryStatement MethodCall_close CatchClause MethodCall_Other,1
Case_278_K-9 Mail_SINTETICO_6_BUG,MethodCall_Other TryStatement MethodCall_Other CatchClause MethodCall_Other,1
Case_230_ChatSecure_SINTETICO_2_FIX,MethodCall_Other MethodCall_close MethodCall_Other MethodCall_Other MethodCall_close MethodCall_Other,0
Case_096_Wordpress_SINTETICO_1_BUG,MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other,1
Case_279_K-9 Mail_SINTETICO_5_FIX,MethodCall_close TryStatement HasFinallyBlock MethodCall_Other MethodCall_close,0
Case_220_ChatSecure_SINTETICO_2_BUG,MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other,1
Case_132_Transdroid_SINTETICO_9_BUG,MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close,1
Case_276_VLC_SINTETICO_9_BUG,MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close MethodCall_close,1
Case_149_AnySoftKeyboard_SINTETICO_6_BUG,MethodCall_Other MethodCall_Other TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other,1
Case_220_ChatSecure_SINTETICO_9_FIX,MethodCall_Other MethodCall_close MethodCall_Other MethodCall_Other MethodCall_close MethodCall_Other,0
Case_157_Ushahidi_SINTETICO_1_FIX,MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other,0
Case_226_ChatSecure_SINTETICO_8_FIX,MethodCall_Other MethodCall_Other MethodCall_close MethodCall_close,0
Case_175_CSipSimple_SINTETICO_10_BUG,MethodCall_Other MethodCall_Other MethodCall_Other,1
Case_265_Hacker News_SINTETICO_10_FIX,TryStatement HasFinallyBlock MethodCall_Other CatchClause MethodCall_Other TryStatement MethodCall_close CatchClause MethodCall_Other TryStatement HasFinallyBlock MethodCall_Other CatchClause MethodCall_Other TryStatement MethodCall_close CatchClause MethodCall_Other,0
Case_206_CycleStreets_SINTETICO_5_FIX,TryStatement MethodCall_Other MethodCall_Other MethodCall_close CatchClause MethodCall_Other,0
Case_221_ChatSecure_SINTETICO_7_FIX,MethodCall_Other MethodCall_close MethodCall_Other MethodCall_Other MethodCall_close MethodCall_Other,0
Case_158_OsmDroid_SINTETICO_8_BUG,MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other,1
Case_277_K-9 Mail_SINTETICO_3_FIX,MethodCall_Other TryStatement HasFinallyBlock MethodCall_Other CatchClause MethodCall_Other TryStatement MethodCall_close CatchClause,0
Case_133_Transdroid_SINTETICO_5_FIX,MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close,0
Case_003_AnkiDroid_SINTETICO_1_BUG,TryStatement MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other CatchClause MethodCall_Other,1
Case_195_APG_SINTETICO_7_BUG,MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close,1
Case_145_FBReaderJ_SINTETICO_4_BUG,MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other,1
Case_192_VLC_SINTETICO_9_FIX,TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other CatchClause MethodCall_close MethodCall_close MethodCall_close MethodCall_close,0
Case_165_Zxing_SINTETICO_7_FIX,MethodCall_Other TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other CatchClause MethodCall_Other MethodCall_Other MethodCall_close,0
Case_116_ChatSecure_SINTETICO_5_BUG,TryStatement MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close CatchClause MethodCall_Other,1
Case_218_ChatSecure_SINTETICO_6_FIX,MethodCall_Other MethodCall_close MethodCall_Other MethodCall_Other,0
Case_192_VLC_SINTETICO_4_BUG,MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close MethodCall_close MethodCall_close MethodCall_close,1
Case_281_K-9 Mail_SINTETICO_4_FIX,MethodCall_Other TryStatement HasFinallyBlock MethodCall_Other MethodCall_release MethodCall_Other MethodCall_Other MethodCall_release MethodCall_Other,0
Case_157_Ushahidi_SINTETICO_4_FIX,MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other,0
Case_220_ChatSecure_SINTETICO_1_FIX,MethodCall_Other MethodCall_close MethodCall_Other MethodCall_Other MethodCall_close MethodCall_Other,0
Case_170_K-9 Mail_SINTETICO_1_FIX,MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_release,0
Case_133_Transdroid_SINTETICO_6_BUG,MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close,1
Case_025_AnkiDroid_SINTETICO_5_BUG,MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other,1
Case_282_Bitcoin-wallet_SINTETICO_1_BUG,MethodCall_Other,1
Case_228_ChatSecure_SINTETICO_10_FIX,MethodCall_Other MethodCall_close MethodCall_Other MethodCall_Other MethodCall_close MethodCall_Other MethodCall_Other,0
Case_157_Ushahidi_SINTETICO_5_BUG,MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other,1
Case_214_Xabber_SINTETICO_4_FIX,MethodCall_Other TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other CatchClause MethodCall_Other TryStatement MethodCall_Other MethodCall_close CatchClause MethodCall_Other,0
Case_266_Hacker News_SINTETICO_5_FIX,TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other CatchClause MethodCall_Other TryStatement MethodCall_close CatchClause MethodCall_Other TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other CatchClause MethodCall_Other TryStatement MethodCall_close CatchClause MethodCall_Other,0
Case_175_CSipSimple_SINTETICO_8_BUG,MethodCall_Other MethodCall_Other MethodCall_Other,1
Case_132_Transdroid_SINTETICO_6_BUG,MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close,1
Case_284_Bitcoin-wallet_SINTETICO_2_BUG,MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other,1
Case_132_Transdroid_SINTETICO_3_FIX,MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close,0
Case_206_CycleStreets_SINTETICO_8_BUG,TryStatement MethodCall_Other MethodCall_Other CatchClause MethodCall_Other,1
Case_178_Xabber_SINTETICO_9_BUG,MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other,1
Case_282_Bitcoin-wallet_SINTETICO_5_FIX,MethodCall_Other MethodCall_release,0
Case_226_ChatSecure_SINTETICO_8_BUG,MethodCall_Other MethodCall_Other MethodCall_close,1
Case_096_Wordpress_SINTETICO_8_FIX,MethodCall_Other MethodCall_Other MethodCall_Other,0
Case_138_APG_SINTETICO_4_FIX,MethodCall_Other MethodCall_Other TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close,0
Case_072_OSMTracker_SINTETICO_8_BUG,MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other,1
Case_175_CSipSimple_SINTETICO_7_FIX,MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other,0
Case_137_CSipSimple_SINTETICO_6_BUG,MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other,1
Case_176_CSipSimple_SINTETICO_8_FIX,MethodCall_Other MethodCall_release MethodCall_Other MethodCall_Other MethodCall_Other,0
Case_231_ChatSecure_SINTETICO_4_BUG,MethodCall_Other MethodCall_Other MethodCall_Other,1
Case_232_K-9 Mail_SINTETICO_10_FIX,TryStatement HasFinallyBlock MethodCall_Other MethodCall_close,0
Case_165_Zxing_SINTETICO_1_BUG,MethodCall_Other TryStatement MethodCall_Other MethodCall_Other MethodCall_Other CatchClause MethodCall_Other MethodCall_Other,1
Case_234_K-9 Mail_SINTETICO_8_FIX,TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other CatchClause TryStatement MethodCall_close CatchClause,0
Case_149_AnySoftKeyboard_SINTETICO_5_FIX,MethodCall_close MethodCall_Other MethodCall_Other MethodCall_Other,0
Case_169_K-9 Mail_SINTETICO_6_FIX,TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other CatchClause MethodCall_Other TryStatement MethodCall_close CatchClause TryStatement MethodCall_close CatchClause,0
Case_264_FBReaderJ_SINTETICO_1_FIX,MethodCall_Other MethodCall_close,0
Case_226_ChatSecure_SINTETICO_3_BUG,MethodCall_Other MethodCall_Other MethodCall_close,1
Case_071_OSMTracker_SINTETICO_3_BUG,MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other,1
Case_054_Bankdroid_SINTETICO_6_BUG,MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other,1
Case_278_K-9 Mail_SINTETICO_8_BUG,MethodCall_Other TryStatement MethodCall_Other CatchClause MethodCall_Other,1
Case_266_Hacker News_SINTETICO_4_BUG,TryStatement MethodCall_Other MethodCall_Other CatchClause MethodCall_Other TryStatement MethodCall_Other MethodCall_Other CatchClause MethodCall_Other,1
Case_277_K-9 Mail_SINTETICO_10_BUG,MethodCall_Other TryStatement MethodCall_Other CatchClause MethodCall_Other,1
Case_100_Wordpress_SINTETICO_5_BUG,MethodCall_Other MethodCall_Other MethodCall_Other,1
Case_157_Ushahidi_SINTETICO_6_FIX,MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other,0
Case_227_ChatSecure_SINTETICO_5_FIX,TryStatement MethodCall_Other MethodCall_Other MethodCall_close CatchClause,0
Case_116_ChatSecure_SINTETICO_9_FIX,TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other CatchClause MethodCall_Other MethodCall_close,0
Case_279_K-9 Mail_SINTETICO_1_FIX,MethodCall_close TryStatement HasFinallyBlock MethodCall_Other MethodCall_close,0
Case_214_Xabber_SINTETICO_3_FIX,MethodCall_Other TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other CatchClause MethodCall_Other TryStatement MethodCall_Other MethodCall_close CatchClause MethodCall_Other,0
Case_267_Hacker News_SINTETICO_7_BUG,TryStatement MethodCall_Other CatchClause MethodCall_Other TryStatement MethodCall_Other CatchClause MethodCall_Other,1
Case_093_Wordpress_SINTETICO_5_FIX,MethodCall_Other,0
Case_166_IRCCloud_SINTETICO_2_FIX,MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_release,0
Case_206_CycleStreets_SINTETICO_2_FIX,TryStatement MethodCall_Other MethodCall_Other MethodCall_close CatchClause MethodCall_Other,0
Case_176_CSipSimple_SINTETICO_7_FIX,MethodCall_Other MethodCall_release MethodCall_Other MethodCall_Other MethodCall_Other,0
Case_070_OSMTracker_SINTETICO_2_BUG,MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other,1
Case_089_Wordpress_SINTETICO_10_BUG,MethodCall_Other MethodCall_Other MethodCall_Other,1
Case_278_K-9 Mail_SINTETICO_10_BUG,MethodCall_Other TryStatement MethodCall_Other CatchClause MethodCall_Other,1
Case_227_ChatSecure_SINTETICO_2_BUG,TryStatement MethodCall_Other MethodCall_Other CatchClause,1
Case_028_AnySoftKeyboard_SINTETICO_6_FIX,MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close MethodCall_Other MethodCall_close,0
Case_049_Owncloud_SINTETICO_4_BUG,MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other,1
Case_072_OSMTracker_SINTETICO_9_BUG,MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other,1
Case_149_AnySoftKeyboard_SINTETICO_9_BUG,MethodCall_Other MethodCall_Other MethodCall_Other,1
Case_098_Wordpress_SINTETICO_5_FIX,MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other,0
Case_069_OSMTracker_SINTETICO_6_FIX,MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close,0
Case_157_Ushahidi_SINTETICO_7_FIX,MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other,0
Case_287_Cgeo_SINTETICO_6_FIX,TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_close,0
Case_221_ChatSecure_SINTETICO_6_FIX,MethodCall_Other MethodCall_close MethodCall_Other MethodCall_Other MethodCall_close MethodCall_Other,0
Case_156_SipDroid_SINTETICO_4_BUG,TryStatement MethodCall_Other MethodCall_Other CatchClause MethodCall_Other MethodCall_release,1
Case_276_VLC_SINTETICO_1_BUG,MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close MethodCall_close,1
Case_097_Wordpress_SINTETICO_3_BUG,MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other,1
Case_078_IRCCloud_SINTETICO_3_FIX,MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close,0
Case_282_Bitcoin-wallet_SINTETICO_3_FIX,MethodCall_Other MethodCall_Other MethodCall_release,0
Case_285_Osmand_SINTETICO_11_BUG,MethodCall_Other MethodCall_Other TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other CatchClause MethodCall_Other MethodCall_Other,1
Case_268_Hacker News_SINTETICO_7_BUG,TryStatement MethodCall_Other CatchClause MethodCall_Other TryStatement MethodCall_Other CatchClause MethodCall_Other,1
Case_289_Bankdroid_SINTETICO_9_BUG,TryStatement MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other CatchClause MethodCall_Other,1
Case_172_ConnectBot_SINTETICO_11_FIX,MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_release,0
Case_221_ChatSecure_SINTETICO_9_BUG,MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other,1
Case_132_Transdroid_SINTETICO_3_BUG,MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close,1
Case_291_Bankdroid_SINTETICO_7_FIX,TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other CatchClause MethodCall_Other MethodCall_Other MethodCall_Other,0
Case_025_AnkiDroid_SINTETICO_4_BUG,MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other,1
Case_237_K-9 Mail_SINTETICO_10_BUG,MethodCall_Other MethodCall_Other,1
Case_096_Wordpress_SINTETICO_9_BUG,MethodCall_Other MethodCall_Other MethodCall_Other,1
Case_137_CSipSimple_SINTETICO_2_FIX,MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close,0
Case_273_Terminal_SINTETICO_3_BUG,MethodCall_Other MethodCall_Other MethodCall_Other,1
Case_026_AnySoftKeyboard_SINTETICO_7_BUG,MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other,1
Case_096_Wordpress_SINTETICO_9_FIX,MethodCall_Other MethodCall_Other MethodCall_Other,0
Case_089_Wordpress_SINTETICO_3_BUG,MethodCall_Other MethodCall_Other MethodCall_Other,1
Case_261_Terminal_SINTETICO_2_FIX,TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other TryStatement MethodCall_close CatchClause TryStatement MethodCall_close CatchClause,0
Case_291_Bankdroid_SINTETICO_3_FIX,TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other CatchClause MethodCall_Other MethodCall_Other MethodCall_Other,0
Case_218_ChatSecure_SINTETICO_2_FIX,MethodCall_Other MethodCall_close MethodCall_Other MethodCall_Other,0
Case_133_Transdroid_SINTETICO_9_BUG,MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close,1
Case_226_ChatSecure_SINTETICO_9_FIX,MethodCall_Other MethodCall_Other MethodCall_close MethodCall_close,0
Case_218_ChatSecure_SINTETICO_1_BUG,MethodCall_Other MethodCall_Other,1
Case_158_OsmDroid_SINTETICO_4_FIX,MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other,0
Case_230_ChatSecure_SINTETICO_9_BUG,MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other,1
Case_276_VLC_SINTETICO_1_FIX,MethodCall_Other TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other CatchClause MethodCall_close MethodCall_close MethodCall_close,0
Case_003_AnkiDroid_SINTETICO_5_BUG,TryStatement MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other CatchClause MethodCall_Other,1
Case_195_APG_SINTETICO_5_FIX,MethodCall_Other TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close,0
Case_231_ChatSecure_SINTETICO_6_BUG,MethodCall_Other MethodCall_Other MethodCall_Other,1
Case_282_Bitcoin-wallet_SINTETICO_10_BUG,MethodCall_Other,1
Case_006_AnkiDroid_SINTETICO_10_FIX,TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_close,0
Case_163_IRCCloud_SINTETICO_6_FIX,TryStatement MethodCall_Other CatchClause MethodCall_release MethodCall_Other TryStatement MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other CatchClause MethodCall_Other MethodCall_Other,0
Case_071_OSMTracker_SINTETICO_6_FIX,MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close,0
Case_071_OSMTracker_SINTETICO_7_BUG,MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other,1
Case_054_Bankdroid_SINTETICO_7_BUG,MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other,1
Case_145_FBReaderJ_SINTETICO_3_FIX,MethodCall_Other TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close MethodCall_close,0
Case_054_Bankdroid_SINTETICO_6_FIX,MethodCall_Other TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close,0
Case_119_ChatSecure_SINTETICO_1_FIX,MethodCall_Other MethodCall_close MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other,0
Case_025_AnkiDroid_SINTETICO_8_BUG,MethodCall_Other MethodCall_Other MethodCall_Other,1
Case_290_Bankdroid_SINTETICO_8_BUG,TryStatement MethodCall_Other MethodCall_Other MethodCall_Other CatchClause MethodCall_Other,1
Case_003_AnkiDroid_SINTETICO_11_BUG,TryStatement MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other CatchClause MethodCall_Other,1
Case_037_SMSDroid_SINTETICO_1_FIX,MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close,0
Case_116_ChatSecure_SINTETICO_11_FIX,TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other CatchClause MethodCall_Other MethodCall_close,0
Case_214_Xabber_SINTETICO_9_BUG,MethodCall_Other TryStatement MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other CatchClause MethodCall_Other,1
Case_227_ChatSecure_SINTETICO_1_BUG,TryStatement MethodCall_Other MethodCall_Other CatchClause,1
Case_206_CycleStreets_SINTETICO_1_BUG,TryStatement MethodCall_Other MethodCall_Other CatchClause MethodCall_Other,1
Case_025_AnkiDroid_SINTETICO_11_BUG,MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other,1
Case_029_Osmand_SINTETICO_2_BUG,MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other,1
Case_268_Hacker News_SINTETICO_9_FIX,TryStatement HasFinallyBlock MethodCall_Other CatchClause MethodCall_Other TryStatement MethodCall_close CatchClause MethodCall_Other TryStatement HasFinallyBlock MethodCall_Other CatchClause MethodCall_Other TryStatement MethodCall_close CatchClause MethodCall_Other,0
Case_078_IRCCloud_SINTETICO_3_BUG,MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close,1
Case_006_AnkiDroid_SINTETICO_4_FIX,TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_close,0
Case_037_SMSDroid_SINTETICO_5_BUG,MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other,1
Case_221_ChatSecure_SINTETICO_8_FIX,MethodCall_Other MethodCall_close MethodCall_Other MethodCall_Other MethodCall_close MethodCall_Other,0
Case_214_Xabber_SINTETICO_2_FIX,MethodCall_Other TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other CatchClause MethodCall_Other TryStatement MethodCall_Other MethodCall_close CatchClause MethodCall_Other,0
Case_285_Osmand_SINTETICO_11_FIX,MethodCall_Other MethodCall_Other TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other CatchClause MethodCall_Other MethodCall_Other MethodCall_close,0
Case_281_K-9 Mail_SINTETICO_11_FIX,MethodCall_Other TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_release MethodCall_Other MethodCall_release MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_release MethodCall_Other,0
Case_170_K-9 Mail_SINTETICO_2_FIX,MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_release,0
Case_170_K-9 Mail_SINTETICO_4_FIX,MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_release,0
Case_277_K-9 Mail_SINTETICO_6_BUG,MethodCall_Other TryStatement MethodCall_Other CatchClause MethodCall_Other,1
Case_096_Wordpress_SINTETICO_6_BUG,MethodCall_Other MethodCall_Other MethodCall_Other,1
Case_279_K-9 Mail_SINTETICO_3_BUG,MethodCall_close MethodCall_Other MethodCall_close,1
Case_137_CSipSimple_SINTETICO_7_BUG,MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other,1
Case_287_Cgeo_SINTETICO_7_BUG,TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other TryStatement MethodCall_close CatchClause,1
Case_178_Xabber_SINTETICO_3_BUG,MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other,1
Case_006_AnkiDroid_SINTETICO_3_FIX,TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_close,0
Case_132_Transdroid_SINTETICO_11_BUG,MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close,1
Case_028_AnySoftKeyboard_SINTETICO_7_BUG,MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other,1
Case_264_FBReaderJ_SINTETICO_8_FIX,MethodCall_Other MethodCall_close,0
Case_232_K-9 Mail_SINTETICO_6_BUG,MethodCall_close MethodCall_Other MethodCall_close,1
Case_261_Terminal_SINTETICO_2_BUG,MethodCall_Other MethodCall_Other MethodCall_Other,1
Case_273_Terminal_SINTETICO_7_FIX,TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other TryStatement MethodCall_close CatchClause,0
Case_171_CallMeter_SINTETICO_2_FIX,MethodCall_Other MethodCall_Other MethodCall_Other TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_release,0
Case_048_Owncloud_SINTETICO_4_BUG,MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other,1
Case_099_Wordpress_SINTETICO_5_FIX,MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other,0
