ID_Caso,Status_Execucao,Aplicacao,Classe_Recurso,codigo_com_bug,fix_gpt,fix_claude,fix_gemini
Case_266_Hacker News_SINTETICO_4_BUG,RESOLVIDO NESTA EXECUÇÃO,App de Carteira Digital,java.io.ObjectInputStream,"import java.io.FileInputStream;
import java.io.FileOutputStream;
import java.io.ObjectInputStream;
import java.io.ObjectOutputStream;

public static PaymentToken readCachedToken() {
    try {
        ObjectInputStream inputStream = new ObjectInputStream(new FileInputStream(getCachedTokenPath()));
        Object token = inputStream.readObject();
        if (token instanceof PaymentToken) {
            return (PaymentToken) token;
        }
    } catch (Exception e) {
        Log.e(TAG, ""Could not read cached token"", e);
    }
    return null;
}

public static void writeCachedToken(PaymentToken token) {
    try {
        ObjectOutputStream outputStream = new ObjectOutputStream(new FileOutputStream(getCachedTokenPath()));
        outputStream.writeObject(token);
    } catch (Exception e) {
        Log.e(TAG, ""Could not write cached token"", e);
    }
}","import java.io.FileInputStream;
import java.io.FileOutputStream;
import java.io.ObjectInputStream;
import java.io.ObjectOutputStream;

public static PaymentToken readCachedToken() {
    try (ObjectInputStream inputStream = new ObjectInputStream(new FileInputStream(getCachedTokenPath()))) {
        Object token = inputStream.readObject();
        if (token instanceof PaymentToken) {
            return (PaymentToken) token;
        }
    } catch (Exception e) {
        Log.e(TAG, ""Could not read cached token"", e);
    }
    return null;
}

public static void writeCachedToken(PaymentToken token) {
    try (ObjectOutputStream outputStream = new ObjectOutputStream(new FileOutputStream(getCachedTokenPath()))) {
        outputStream.writeObject(token);
    } catch (Exception e) {
        Log.e(TAG, ""Could not write cached token"", e);
    }
}","import java.io.FileInputStream;
import java.io.FileOutputStream;
import java.io.ObjectInputStream;
import java.io.ObjectOutputStream;

public static PaymentToken readCachedToken() {
    try (ObjectInputStream inputStream = new ObjectInputStream(new FileInputStream(getCachedTokenPath()))) {
        Object token = inputStream.readObject();
        if (token instanceof PaymentToken) {
            return (PaymentToken) token;
        }
    } catch (Exception e) {
        Log.e(TAG, ""Could not read cached token"", e);
    }
    return null;
}

public static void writeCachedToken(PaymentToken token) {
    try (ObjectOutputStream outputStream = new ObjectOutputStream(new FileOutputStream(getCachedTokenPath()))) {
        outputStream.writeObject(token);
    } catch (Exception e) {
        Log.e(TAG, ""Could not write cached token"", e);
    }
}","import java.io.FileInputStream;
import java.io.FileOutputStream;
import java.io.ObjectInputStream;
import java.io.ObjectOutputStream;

public static PaymentToken readCachedToken() {
    try (ObjectInputStream inputStream = new ObjectInputStream(new FileInputStream(getCachedTokenPath()))) {
        Object token = inputStream.readObject();
        if (token instanceof PaymentToken) {
            return (PaymentToken) token;
        }
    } catch (Exception e) {
        Log.e(TAG, ""Could not read cached token"", e);
    }
    return null;
}

public static void writeCachedToken(PaymentToken token) {
    try (ObjectOutputStream outputStream = new ObjectOutputStream(new FileOutputStream(getCachedTokenPath()))) {
        outputStream.writeObject(token);
    } catch (Exception e) {
        Log.e(TAG, ""Could not write cached token"", e);
    }
}"
Case_277_K-9 Mail_SINTETICO_10_BUG,RESOLVIDO NESTA EXECUÇÃO,App de IoT Doméstico,java.io.PipedOutputStream,"new Thread(new Runnable() {
    @Override
    public void run() {
        try {
            telemetryPayload.writeTo(sensorOut);
        } catch (Exception e) {
            Log.e(TAG, ""Erro ao enviar telemetria do sensor"", e);
        }
    }
}).start();","new Thread(new Runnable() {
    @Override
    public void run() {
        try {
            telemetryPayload.writeTo(sensorOut);
        } catch (Exception e) {
            Log.e(TAG, ""Erro ao enviar telemetria do sensor"", e);
        } finally {
            if (sensorOut != null) {
                try {
                    sensorOut.close();
                } catch (Exception e) {
                    Log.e(TAG, ""Erro ao fechar sensorOut"", e);
                }
            }
        }
    }
}).start();","new Thread(new Runnable() {
    @Override
    public void run() {
        try {
            telemetryPayload.writeTo(sensorOut);
        } catch (Exception e) {
            Log.e(TAG, ""Erro ao enviar telemetria do sensor"", e);
        } finally {
            try {
                if (sensorOut != null) {
                    sensorOut.close();
                }
            } catch (Exception e) {
                Log.e(TAG, ""Erro ao fechar sensorOut"", e);
            }
        }
    }
}).start();","new Thread(new Runnable() {
    @Override
    public void run() {
        try {
            telemetryPayload.writeTo(sensorOut);
        } catch (Exception e) {
            Log.e(TAG, ""Erro ao enviar telemetria do sensor"", e);
        } finally {
            if (sensorOut != null) {
                try {
                    sensorOut.close();
                } catch (Exception e) {
                    Log.e(TAG, ""Erro ao fechar sensorOut"", e);
                }
            }
        }
    }
}).start();"
Case_100_Wordpress_SINTETICO_5_BUG,RESOLVIDO NESTA EXECUÇÃO,App de Receitas Culinárias,android.database.Cursor,"if (mNoRecipesText.isShown())
            mNoRecipesText.setVisibility(View.GONE);
        mRecipeAdapter.swapCursor(cursor);
    }

    private void queryRecipesByIngredient() {
","if (mNoRecipesText.isShown())
    mNoRecipesText.setVisibility(View.GONE);

Cursor oldCursor = mRecipeAdapter.swapCursor(cursor);
if (oldCursor != null && !oldCursor.isClosed()) {
    oldCursor.close();
}
}

private void queryRecipesByIngredient() {","if (mNoRecipesText.isShown())
            mNoRecipesText.setVisibility(View.GONE);
        mRecipeAdapter.swapCursor(cursor);
    }

    private void queryRecipesByIngredient() {
        Cursor cursor = null;
        try {
            cursor = getContentResolver().query(
                RecipeContract.RecipeEntry.CONTENT_URI,
                null,
                null,
                null,
                null);
            if (cursor != null && cursor.getCount() > 0) {
                mRecipeAdapter.swapCursor(cursor);
            }
        } finally {
            if (cursor != null) {
                cursor.close();
            }
        }
    }","if (mNoRecipesText.isShown())
    mNoRecipesText.setVisibility(View.GONE);
Cursor oldCursor = mRecipeAdapter.swapCursor(cursor);
if (oldCursor != null) {
    oldCursor.close();
}
}

private void queryRecipesByIngredient() {"
Case_267_Hacker News_SINTETICO_7_BUG,RESOLVIDO NESTA EXECUÇÃO,App de Fotos,java.io.ObjectOutputStream,"import java.io.FileInputStream;
import java.io.FileOutputStream;
import java.io.ObjectInputStream;
import java.io.ObjectOutputStream;

public class AlbumSerializer {

    public static PhotoAlbum loadAlbum(String albumFile) {
        try {
            ObjectInputStream input = new ObjectInputStream(new FileInputStream(albumFile));
            Object value = input.readObject();
            if (value instanceof PhotoAlbum) {
                return (PhotoAlbum) value;
            }
        } catch (Exception e) {
            Log.e(TAG, ""Failed to load album"", e);
        }
        return null;
    }

    public static void saveAlbum(PhotoAlbum album, String albumFile) {
        try {
            ObjectOutputStream output = new ObjectOutputStream(new FileOutputStream(albumFile));
            output.writeObject(album);
        } catch (Exception e) {
            Log.e(TAG, ""Failed to save album"", e);
        }
    }
}","import java.io.FileInputStream;
import java.io.FileOutputStream;
import java.io.ObjectInputStream;
import java.io.ObjectOutputStream;

public class AlbumSerializer {

    public static PhotoAlbum loadAlbum(String albumFile) {
        try (ObjectInputStream input = new ObjectInputStream(new FileInputStream(albumFile))) {
            Object value = input.readObject();
            if (value instanceof PhotoAlbum) {
                return (PhotoAlbum) value;
            }
        } catch (Exception e) {
            Log.e(TAG, ""Failed to load album"", e);
        }
        return null;
    }

    public static void saveAlbum(PhotoAlbum album, String albumFile) {
        try (ObjectOutputStream output = new ObjectOutputStream(new FileOutputStream(albumFile))) {
            output.writeObject(album);
        } catch (Exception e) {
            Log.e(TAG, ""Failed to save album"", e);
        }
    }
}","import java.io.FileInputStream;
import java.io.FileOutputStream;
import java.io.ObjectInputStream;
import java.io.ObjectOutputStream;

public class AlbumSerializer {

    public static PhotoAlbum loadAlbum(String albumFile) {
        try (ObjectInputStream input = new ObjectInputStream(new FileInputStream(albumFile))) {
            Object value = input.readObject();
            if (value instanceof PhotoAlbum) {
                return (PhotoAlbum) value;
            }
        } catch (Exception e) {
            Log.e(TAG, ""Failed to load album"", e);
        }
        return null;
    }

    public static void saveAlbum(PhotoAlbum album, String albumFile) {
        try (ObjectOutputStream output = new ObjectOutputStream(new FileOutputStream(albumFile))) {
            output.writeObject(album);
        } catch (Exception e) {
            Log.e(TAG, ""Failed to save album"", e);
        }
    }
}","import java.io.FileInputStream;
import java.io.FileOutputStream;
import java.io.ObjectInputStream;
import java.io.ObjectOutputStream;

public class AlbumSerializer {

    public static PhotoAlbum loadAlbum(String albumFile) {
        try (ObjectInputStream input = new ObjectInputStream(new FileInputStream(albumFile))) {
            Object value = input.readObject();
            if (value instanceof PhotoAlbum) {
                return (PhotoAlbum) value;
            }
        } catch (Exception e) {
            Log.e(TAG, ""Failed to load album"", e);
        }
        return null;
    }

    public static void saveAlbum(PhotoAlbum album, String albumFile) {
        try (ObjectOutputStream output = new ObjectOutputStream(new FileOutputStream(albumFile))) {
            output.writeObject(album);
        } catch (Exception e) {
            Log.e(TAG, ""Failed to save album"", e);
        }
    }
}"
Case_070_OSMTracker_SINTETICO_2_BUG,RESOLVIDO NESTA EXECUÇÃO,App de Scanner de Documentos,android.database.Cursor,"Cursor cursor = getContentResolver().query(MediaStore.Images.Media.EXTERNAL_CONTENT_URI,
        new String[]{MediaStore.Images.Media._ID, MediaStore.Images.Media.DISPLAY_NAME},
        MediaStore.Images.Media.BUCKET_ID + ""=?"",
        new String[]{folderId},
        null);

if (cursor != null && cursor.moveToFirst()) {
    do {
        long imageId = cursor.getLong(0);
        String name = cursor.getString(1);
        scannedFiles.add(name + "":"" + imageId);
    } while (cursor.moveToNext());
}
","try (Cursor cursor = getContentResolver().query(
        MediaStore.Images.Media.EXTERNAL_CONTENT_URI,
        new String[]{MediaStore.Images.Media._ID, MediaStore.Images.Media.DISPLAY_NAME},
        MediaStore.Images.Media.BUCKET_ID + ""=?"",
        new String[]{folderId},
        null)) {
    if (cursor != null && cursor.moveToFirst()) {
        do {
            long imageId = cursor.getLong(0);
            String name = cursor.getString(1);
            scannedFiles.add(name + "":"" + imageId);
        } while (cursor.moveToNext());
    }
}","Cursor cursor = null;
try {
    cursor = getContentResolver().query(MediaStore.Images.Media.EXTERNAL_CONTENT_URI,
            new String[]{MediaStore.Images.Media._ID, MediaStore.Images.Media.DISPLAY_NAME},
            MediaStore.Images.Media.BUCKET_ID + ""=?"",
            new String[]{folderId},
            null);

    if (cursor != null && cursor.moveToFirst()) {
        do {
            long imageId = cursor.getLong(0);
            String name = cursor.getString(1);
            scannedFiles.add(name + "":"" + imageId);
        } while (cursor.moveToNext());
    }
} finally {
    if (cursor != null) {
        cursor.close();
    }
}","try (Cursor cursor = getContentResolver().query(MediaStore.Images.Media.EXTERNAL_CONTENT_URI,
        new String[]{MediaStore.Images.Media._ID, MediaStore.Images.Media.DISPLAY_NAME},
        MediaStore.Images.Media.BUCKET_ID + ""=?"",
        new String[]{folderId},
        null)) {

    if (cursor != null && cursor.moveToFirst()) {
        do {
            long imageId = cursor.getLong(0);
            String name = cursor.getString(1);
            scannedFiles.add(name + "":"" + imageId);
        } while (cursor.moveToNext());
    }
}"
Case_089_Wordpress_SINTETICO_10_BUG,RESOLVIDO NESTA EXECUÇÃO,App de Finanças Pessoais,android.database.Cursor,"public void refreshTransactions() {
    swapCursor(mTransactionStore.loadTransactions());
}

public Transaction getTransaction(int position) {
    return mCursor.get(position);
}","public void refreshTransactions() {
    if (mCursor != null) {
        mCursor.close();
    }
    mCursor = mTransactionStore.loadTransactions();
    swapCursor(mCursor);
}

public Transaction getTransaction(int position) {
    return mCursor.get(position);
}","public void refreshTransactions() {
    List<Transaction> oldCursor = mCursor;
    swapCursor(mTransactionStore.loadTransactions());
    if (oldCursor != null && oldCursor instanceof Closeable) {
        try {
            ((Closeable) oldCursor).close();
        } catch (IOException e) {
            // ignore
        }
    }
}

public Transaction getTransaction(int position) {
    return mCursor.get(position);
}","public void refreshTransactions() {
    Cursor oldCursor = swapCursor(mTransactionStore.loadTransactions());
    if (oldCursor != null) {
        oldCursor.close();
    }
}

public Transaction getTransaction(int position) {
    return mCursor.get(position);
}"
Case_278_K-9 Mail_SINTETICO_10_BUG,OK - Já resolvido na rodada anterior,App de Pagamentos,java.io.PipedOutputStream,"new Thread(() -> {
    try {
        receiptBody.writeTo(out);
    } catch (Exception e) {
        Log.e(TAG, ""Receipt streaming failed"", e);
    }
}).start();","new Thread(() -> {
    try {
        receiptBody.writeTo(out);
    } catch (Exception e) {
        Log.e(TAG, ""Receipt streaming failed"", e);
    } finally {
        try {
            out.close();
        } catch (Exception closeException) {
            Log.e(TAG, ""Failed to close output stream"", closeException);
        }
    }
}).start();","new Thread(() -> {
    try {
        receiptBody.writeTo(out);
    } catch (Exception e) {
        Log.e(TAG, ""Receipt streaming failed"", e);
    } finally {
        try {
            out.close();
        } catch (Exception e) {
            Log.e(TAG, ""Failed to close output stream"", e);
        }
    }
}).start();","new Thread(() -> {
    try {
        receiptBody.writeTo(out);
    } catch (Exception e) {
        Log.e(TAG, ""Receipt streaming failed"", e);
    } finally {
        if (out != null) {
            try {
                out.close();
            } catch (Exception e) {
                Log.e(TAG, ""Failed to close stream"", e);
            }
        }
    }
}).start();"
Case_227_ChatSecure_SINTETICO_2_BUG,OK - Já resolvido na rodada anterior,App de Scanner de Documentos,java.io.FilterOutputStream,"try {
    pdfStream.write(pageBytes);
    pdfStream.write(metadataBytes);
} catch (IOException e) {
    throw new IllegalStateException(""Erro ao gerar PDF"", e);
}","try (java.io.ByteArrayOutputStream pdfStream = new java.io.ByteArrayOutputStream()) {
    pdfStream.write(pageBytes);
    pdfStream.write(metadataBytes);
} catch (IOException e) {
    throw new IllegalStateException(""Erro ao gerar PDF"", e);
}","try {
    pdfStream.write(pageBytes);
    pdfStream.write(metadataBytes);
} catch (IOException e) {
    throw new IllegalStateException(""Erro ao gerar PDF"", e);
} finally {
    if (pdfStream != null) {
        try {
            pdfStream.close();
        } catch (IOException e) {
            throw new IllegalStateException(""Erro ao fechar stream do PDF"", e);
        }
    }
}","try (pdfStream) {
    pdfStream.write(pageBytes);
    pdfStream.write(metadataBytes);
} catch (IOException e) {
    throw new IllegalStateException(""Erro ao gerar PDF"", e);
}"
Case_049_Owncloud_SINTETICO_4_BUG,OK - Já resolvido na rodada anterior,App de Chat,android.database.Cursor,"Cursor messages = db.query(MessagesTable.TABLE, null, MessagesTable.COL_THREAD_ID + ""=?"", new String[]{threadId}, null, null, MessagesTable.COL_CREATED_AT + "" DESC"");
if (messages != null && messages.moveToFirst()) {
    lastMessage = messages.getString(messages.getColumnIndex(MessagesTable.COL_TEXT));
}
renderPreview(lastMessage);","Cursor messages = null;
try {
    messages = db.query(
        MessagesTable.TABLE,
        null,
        MessagesTable.COL_THREAD_ID + ""=?"",
        new String[]{threadId},
        null,
        null,
        MessagesTable.COL_CREATED_AT + "" DESC""
    );
    if (messages != null && messages.moveToFirst()) {
        lastMessage = messages.getString(messages.getColumnIndex(MessagesTable.COL_TEXT));
    }
} finally {
    if (messages != null) {
        messages.close();
    }
}
renderPreview(lastMessage);","Cursor messages = null;
try {
    messages = db.query(MessagesTable.TABLE, null, MessagesTable.COL_THREAD_ID + ""=?"", new String[]{threadId}, null, null, MessagesTable.COL_CREATED_AT + "" DESC"");
    if (messages != null && messages.moveToFirst()) {
        lastMessage = messages.getString(messages.getColumnIndex(MessagesTable.COL_TEXT));
    }
} finally {
    if (messages != null) {
        messages.close();
    }
}
renderPreview(lastMessage);","Cursor messages = db.query(MessagesTable.TABLE, null, MessagesTable.COL_THREAD_ID + ""=?"", new String[]{threadId}, null, null, MessagesTable.COL_CREATED_AT + "" DESC"");
try {
    if (messages != null && messages.moveToFirst()) {
        lastMessage = messages.getString(messages.getColumnIndex(MessagesTable.COL_TEXT));
    }
} finally {
    if (messages != null) {
        messages.close();
    }
}
renderPreview(lastMessage);"
Case_072_OSMTracker_SINTETICO_9_BUG,RESOLVIDO NESTA EXECUÇÃO,App de Viagens,android.database.Cursor,"Cursor hotelCursor = db.query(HotelContract.TABLE_HOTELS, null, HotelContract.COL_CITY + ""=?"", new String[]{cityName}, null, null, null);
if (hotelCursor.moveToFirst()) {
    hotelName = hotelCursor.getString(hotelCursor.getColumnIndex(HotelContract.COL_NAME));
    rating = hotelCursor.getFloat(hotelCursor.getColumnIndex(HotelContract.COL_RATING));
}
","Cursor hotelCursor = null;
try {
    hotelCursor = db.query(HotelContract.TABLE_HOTELS, null, HotelContract.COL_CITY + ""=?"", new String[]{cityName}, null, null, null);
    if (hotelCursor != null && hotelCursor.moveToFirst()) {
        hotelName = hotelCursor.getString(hotelCursor.getColumnIndex(HotelContract.COL_NAME));
        rating = hotelCursor.getFloat(hotelCursor.getColumnIndex(HotelContract.COL_RATING));
    }
} finally {
    if (hotelCursor != null) {
        hotelCursor.close();
    }
}","Cursor hotelCursor = null;
try {
    hotelCursor = db.query(HotelContract.TABLE_HOTELS, null, HotelContract.COL_CITY + ""=?"", new String[]{cityName}, null, null, null);
    if (hotelCursor.moveToFirst()) {
        hotelName = hotelCursor.getString(hotelCursor.getColumnIndex(HotelContract.COL_NAME));
        rating = hotelCursor.getFloat(hotelCursor.getColumnIndex(HotelContract.COL_RATING));
    }
} finally {
    if (hotelCursor != null) {
        hotelCursor.close();
    }
}","Cursor hotelCursor = db.query(HotelContract.TABLE_HOTELS, null, HotelContract.COL_CITY + ""=?"", new String[]{cityName}, null, null, null);
try {
    if (hotelCursor != null && hotelCursor.moveToFirst()) {
        hotelName = hotelCursor.getString(hotelCursor.getColumnIndex(HotelContract.COL_NAME));
        rating = hotelCursor.getFloat(hotelCursor.getColumnIndex(HotelContract.COL_RATING));
    }
} finally {
    if (hotelCursor != null) {
        hotelCursor.close();
    }
}"
Case_149_AnySoftKeyboard_SINTETICO_9_BUG,OK - Já resolvido na rodada anterior,App de Finanças Pessoais,android.database.sqlite.SQLiteDatabase,"@Override
protected void onPause() {
    super.onPause();
}

private void addExpense(double amount) {
    SQLiteDatabase db = financeDbHelper.getWritableDatabase();
    ContentValues values = new ContentValues();
    values.put(""amount"", amount);
    db.insert(""expenses"", null, values);
}","@Override
protected void onPause() {
    super.onPause();
}

private void addExpense(double amount) {
    try (SQLiteDatabase db = financeDbHelper.getWritableDatabase()) {
        ContentValues values = new ContentValues();
        values.put(""amount"", amount);
        db.insert(""expenses"", null, values);
    }
}","@Override
protected void onPause() {
    super.onPause();
}

private void addExpense(double amount) {
    SQLiteDatabase db = financeDbHelper.getWritableDatabase();
    try {
        ContentValues values = new ContentValues();
        values.put(""amount"", amount);
        db.insert(""expenses"", null, values);
    } finally {
        db.close();
    }
}","@Override
protected void onPause() {
    super.onPause();
    if (financeDbHelper != null) {
        financeDbHelper.close();
    }
}

private void addExpense(double amount) {
    try (SQLiteDatabase db = financeDbHelper.getWritableDatabase()) {
        ContentValues values = new ContentValues();
        values.put(""amount"", amount);
        db.insert(""expenses"", null, values);
    }
}"
Case_156_SipDroid_SINTETICO_4_BUG,RESOLVIDO NESTA EXECUÇÃO,App de Segurança Doméstica,android.hardware.Camera,"import android.hardware.Camera;
import android.util.Log;

public class SecurityCamService {
    private Camera cam;

    public void armSystem() {
        try {
            cam = Camera.open();
            cam.setPreviewDisplay(null);
        } catch (Exception e) {
            Log.e(""Security"", ""não abriu"", e);
        }
        if (cam != null) {
            cam.release();
            cam = null;
        }
    }
}
","import android.hardware.Camera;
import android.util.Log;

public class SecurityCamService {
    private Camera cam;

    public void armSystem() {
        Camera localCam = null;
        try {
            localCam = Camera.open();
            localCam.setPreviewDisplay(null);
            cam = localCam;
        } catch (Exception e) {
            Log.e(""Security"", ""não abriu"", e);
            if (localCam != null) {
                localCam.release();
            }
            cam = null;
        }
    }

    public void disarmSystem() {
        if (cam != null) {
            cam.release();
            cam = null;
        }
    }
}","import android.hardware.Camera;
import android.util.Log;

public class SecurityCamService {
    private Camera cam;

    public void armSystem() {
        try {
            cam = Camera.open();
            cam.setPreviewDisplay(null);
        } catch (Exception e) {
            Log.e(""Security"", ""não abriu"", e);
        } finally {
            if (cam != null) {
                cam.release();
                cam = null;
            }
        }
    }
}","import android.hardware.Camera;
import android.util.Log;

public class SecurityCamService {
    private Camera cam;

    public void armSystem() {
        try {
            cam = Camera.open();
            cam.setPreviewDisplay(null);
        } catch (Exception e) {
            Log.e(""Security"", ""não abriu"", e);
        } finally {
            if (cam != null) {
                cam.release();
                cam = null;
            }
        }
    }
}"
Case_276_VLC_SINTETICO_1_BUG,RESOLVIDO NESTA EXECUÇÃO,App de Musica,java.io.OutputStreamWriter,"OutputStreamWriter writer = new OutputStreamWriter(socket.getOutputStream());
String track;
while ((track = playlistReader.readLine()) != null) {
    writer.write(track);
    writer.write(""\n"");
}
writer.flush();
socket.close();
playlistReader.close();","try (OutputStreamWriter writer = new OutputStreamWriter(socket.getOutputStream());
     BufferedReader reader = playlistReader;
     Socket s = socket) {
    String track;
    while ((track = reader.readLine()) != null) {
        writer.write(track);
        writer.write(""\n"");
    }
    writer.flush();
}","try (OutputStreamWriter writer = new OutputStreamWriter(socket.getOutputStream())) {
    String track;
    while ((track = playlistReader.readLine()) != null) {
        writer.write(track);
        writer.write(""\n"");
    }
    writer.flush();
} finally {
    socket.close();
    playlistReader.close();
}","try (OutputStreamWriter writer = new OutputStreamWriter(socket.getOutputStream())) {
    String track;
    while ((track = playlistReader.readLine()) != null) {
        writer.write(track);
        writer.write(""\n"");
    }
    writer.flush();
} finally {
    try {
        playlistReader.close();
    } finally {
        socket.close();
    }
}"
Case_097_Wordpress_SINTETICO_3_BUG,OK - Já resolvido na rodada anterior,App de Fitness,android.database.Cursor,"public void onLoadFinished(Loader<Cursor> loader, Cursor data) {
    mHistoryAdapter.swapCursor(data);
    renderWeeklySummary();
    updateCaloriesPanel();
}

@Override
public void onLoaderReset(Loader<Cursor> loader) {
    if (mHistoryAdapter != null) {
        mHistoryAdapter.swapCursor(null);
    }
    renderWeeklySummary();
    updateCaloriesPanel();
}","public void onLoadFinished(Loader<Cursor> loader, Cursor data) {
    Cursor oldCursor = mHistoryAdapter != null ? mHistoryAdapter.swapCursor(data) : null;
    if (oldCursor != null && !oldCursor.isClosed()) {
        oldCursor.close();
    }
    renderWeeklySummary();
    updateCaloriesPanel();
}

@Override
public void onLoaderReset(Loader<Cursor> loader) {
    if (mHistoryAdapter != null) {
        Cursor oldCursor = mHistoryAdapter.swapCursor(null);
        if (oldCursor != null && !oldCursor.isClosed()) {
            oldCursor.close();
        }
    }
    renderWeeklySummary();
    updateCaloriesPanel();
}","public void onLoadFinished(Loader<Cursor> loader, Cursor data) {
    Cursor oldCursor = mHistoryAdapter.swapCursor(data);
    if (oldCursor != null && !oldCursor.isClosed()) {
        oldCursor.close();
    }
    renderWeeklySummary();
    updateCaloriesPanel();
}

@Override
public void onLoaderReset(Loader<Cursor> loader) {
    if (mHistoryAdapter != null) {
        Cursor oldCursor = mHistoryAdapter.swapCursor(null);
        if (oldCursor != null && !oldCursor.isClosed()) {
            oldCursor.close();
        }
    }
    renderWeeklySummary();
    updateCaloriesPanel();
}","public void onLoadFinished(Loader<Cursor> loader, Cursor data) {
    Cursor oldCursor = mHistoryAdapter.swapCursor(data);
    if (oldCursor != null) {
        oldCursor.close();
    }
    renderWeeklySummary();
    updateCaloriesPanel();
}

@Override
public void onLoaderReset(Loader<Cursor> loader) {
    if (mHistoryAdapter != null) {
        Cursor oldCursor = mHistoryAdapter.swapCursor(null);
        if (oldCursor != null) {
            oldCursor.close();
        }
    }
    renderWeeklySummary();
    updateCaloriesPanel();
}"
Case_285_Osmand_SINTETICO_11_BUG,OK - Já resolvido na rodada anterior,App de IoT / Casa Inteligente,java.util.logging.FileHandler,"import java.io.File;
import java.util.logging.FileHandler;
import java.util.logging.Logger;
import java.util.logging.SimpleFormatter;

public class DeviceTelemetryLogger {
    private static final Logger logger = Logger.getLogger(DeviceTelemetryLogger.class.getName());

    public void recordSensorSnapshot(File logsDir, String deviceId) {
        FileHandler fh = null;
        try {
            fh = new FileHandler(new File(logsDir, deviceId + ""-telemetry.log"").getAbsolutePath());
            fh.setFormatter(new SimpleFormatter());
            logger.addHandler(fh);
            logger.info(""Telemetry recorded for device "" + deviceId);
        } catch (Exception e) {
            logger.severe(""Telemetry write error"");
        } finally {
            if (fh != null) {
                logger.removeHandler(fh);
            }
        }
    }
}
","import java.io.File;
import java.util.logging.FileHandler;
import java.util.logging.Logger;
import java.util.logging.SimpleFormatter;

public class DeviceTelemetryLogger {
    private static final Logger logger = Logger.getLogger(DeviceTelemetryLogger.class.getName());

    public void recordSensorSnapshot(File logsDir, String deviceId) {
        try (FileHandler fh = new FileHandler(new File(logsDir, deviceId + ""-telemetry.log"").getAbsolutePath())) {
            fh.setFormatter(new SimpleFormatter());
            logger.addHandler(fh);
            try {
                logger.info(""Telemetry recorded for device "" + deviceId);
            } finally {
                logger.removeHandler(fh);
            }
        } catch (Exception e) {
            logger.severe(""Telemetry write error"");
        }
    }
}","import java.io.File;
import java.util.logging.FileHandler;
import java.util.logging.Logger;
import java.util.logging.SimpleFormatter;

public class DeviceTelemetryLogger {
    private static final Logger logger = Logger.getLogger(DeviceTelemetryLogger.class.getName());

    public void recordSensorSnapshot(File logsDir, String deviceId) {
        FileHandler fh = null;
        try {
            fh = new FileHandler(new File(logsDir, deviceId + ""-telemetry.log"").getAbsolutePath());
            fh.setFormatter(new SimpleFormatter());
            logger.addHandler(fh);
            logger.info(""Telemetry recorded for device "" + deviceId);
        } catch (Exception e) {
            logger.severe(""Telemetry write error"");
        } finally {
            if (fh != null) {
                logger.removeHandler(fh);
                fh.close();
            }
        }
    }
}","import java.io.File;
import java.util.logging.FileHandler;
import java.util.logging.Logger;
import java.util.logging.SimpleFormatter;

public class DeviceTelemetryLogger {
    private static final Logger logger = Logger.getLogger(DeviceTelemetryLogger.class.getName());

    public void recordSensorSnapshot(File logsDir, String deviceId) {
        FileHandler fh = null;
        try {
            fh = new FileHandler(new File(logsDir, deviceId + ""-telemetry.log"").getAbsolutePath());
            fh.setFormatter(new SimpleFormatter());
            logger.addHandler(fh);
            logger.info(""Telemetry recorded for device "" + deviceId);
        } catch (Exception e) {
            logger.severe(""Telemetry write error"");
        } finally {
            if (fh != null) {
                logger.removeHandler(fh);
                fh.close();
            }
        }
    }
}"
