ID_Caso,AST_Claude,AST_GPT,AST_Gemini
Case_145_FBReaderJ_SINTETICO_6_BUG,MethodCall_Other TryStatement HasFinallyBlock MethodCall_Other MethodCall_close MethodCall_Other MethodCall_Other,TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other,TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other
Case_226_ChatSecure_SINTETICO_1_BUG,TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_close MethodCall_close,TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other MethodCall_Other,TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other
Case_156_SipDroid_SINTETICO_3_BUG,MethodCall_release TryStatement MethodCall_Other CatchClause MethodCall_Other MethodCall_release MethodCall_release,MethodCall_Other TryStatement MethodCall_Other CatchClause MethodCall_Other MethodCall_Other TryStatement HasFinallyBlock MethodCall_release CatchClause MethodCall_Other,MethodCall_release TryStatement MethodCall_Other CatchClause MethodCall_Other MethodCall_release
Case_287_Cgeo_SINTETICO_5_BUG,TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other TryStatement MethodCall_close CatchClause TryStatement MethodCall_close CatchClause,TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other MethodCall_Other,TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other
Case_165_Zxing_SINTETICO_11_BUG,MethodCall_Other TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other CatchClause MethodCall_Other MethodCall_Other MethodCall_close,MethodCall_Other TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other CatchClause MethodCall_Other MethodCall_Other MethodCall_close,MethodCall_Other TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other CatchClause MethodCall_Other MethodCall_Other MethodCall_close
Case_071_OSMTracker_SINTETICO_1_BUG,MethodCall_Other TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close,TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close,TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other
Case_026_AnySoftKeyboard_SINTETICO_10_BUG,MethodCall_Other MethodCall_Other MethodCall_close TryStatement HasFinallyBlock MethodCall_Other MethodCall_close,TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close,TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other MethodCall_Other
Case_094_Wordpress_SINTETICO_9_BUG,MethodCall_Other MethodCall_close MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other,TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close,MethodCall_Other MethodCall_Other MethodCall_close MethodCall_Other MethodCall_Other
Case_195_APG_SINTETICO_4_BUG,MethodCall_Other TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other,MethodCall_Other TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other,MethodCall_Other TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other
Case_276_VLC_SINTETICO_5_BUG,TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close MethodCall_close,TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other MethodCall_Other,TryStatement HasResources_ImplicitClose HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close
Case_137_CSipSimple_SINTETICO_9_BUG,TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close,TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close,TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other
Case_163_IRCCloud_SINTETICO_10_BUG,MethodCall_release MethodCall_Other MethodCall_Other MethodCall_release,MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_release MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_release,MethodCall_release MethodCall_Other MethodCall_Other MethodCall_release
Case_138_APG_SINTETICO_7_BUG,MethodCall_Other MethodCall_Other TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close,TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close,MethodCall_Other MethodCall_Other TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close
Case_139_APG_SINTETICO_1_BUG,TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close,MethodCall_Other MethodCall_Other TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_close,MethodCall_Other MethodCall_Other TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_close
Case_285_Osmand_SINTETICO_7_BUG,MethodCall_Other MethodCall_Other TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other CatchClause MethodCall_Other MethodCall_Other MethodCall_close,MethodCall_Other MethodCall_Other TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other CatchClause MethodCall_Other,MethodCall_Other MethodCall_Other TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other CatchClause MethodCall_Other MethodCall_Other MethodCall_close
Case_069_OSMTracker_SINTETICO_9_BUG,TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close,TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other,TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other
Case_163_IRCCloud_SINTETICO_2_BUG,TryStatement MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other CatchClause MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_release MethodCall_Other,MethodCall_Other TryStatement MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other CatchClause MethodCall_Other TryStatement MethodCall_Other MethodCall_Other CatchClause MethodCall_Other MethodCall_release MethodCall_Other,TryStatement MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other CatchClause MethodCall_release
Case_149_AnySoftKeyboard_SINTETICO_7_BUG,MethodCall_Other TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close,TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close,TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other
Case_050_Owncloud_SINTETICO_1_BUG,TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close MethodCall_Other,TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close MethodCall_Other,MethodCall_Other TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close MethodCall_Other
Case_158_OsmDroid_SINTETICO_10_BUG,MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other,MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other,MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other
Case_265_Hacker News_SINTETICO_2_BUG,TryStatement HasResources_ImplicitClose MethodCall_Other CatchClause MethodCall_Other TryStatement HasResources_ImplicitClose MethodCall_Other CatchClause MethodCall_Other,TryStatement HasResources_ImplicitClose MethodCall_Other CatchClause MethodCall_Other TryStatement HasResources_ImplicitClose MethodCall_Other CatchClause MethodCall_Other,TryStatement HasResources_ImplicitClose MethodCall_Other CatchClause MethodCall_Other TryStatement HasResources_ImplicitClose MethodCall_Other CatchClause MethodCall_Other
Case_145_FBReaderJ_SINTETICO_3_BUG,MethodCall_Other TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close,TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other,TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other
Case_157_Ushahidi_SINTETICO_10_BUG,MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other,MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other,MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other
Case_278_K-9 Mail_SINTETICO_4_BUG,MethodCall_Other TryStatement HasFinallyBlock MethodCall_Other CatchClause MethodCall_Other TryStatement MethodCall_close CatchClause MethodCall_Other,MethodCall_Other TryStatement HasFinallyBlock MethodCall_Other CatchClause MethodCall_Other TryStatement MethodCall_close CatchClause MethodCall_Other,MethodCall_Other TryStatement HasFinallyBlock MethodCall_Other CatchClause MethodCall_Other TryStatement MethodCall_close CatchClause MethodCall_Other
Case_071_OSMTracker_SINTETICO_2_BUG,TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close,TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close,TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other
Case_282_Bitcoin-wallet_SINTETICO_7_BUG,MethodCall_recycle,MethodCall_Other MethodCall_recycle,MethodCall_Other MethodCall_recycle
Case_171_CallMeter_SINTETICO_5_BUG,MethodCall_Other MethodCall_Other MethodCall_Other TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_release,MethodCall_Other MethodCall_Other TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_release,MethodCall_Other MethodCall_Other MethodCall_Other TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_release
Case_070_OSMTracker_SINTETICO_6_BUG,TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close,TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other,TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other
Case_054_Bankdroid_SINTETICO_11_BUG,TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close,TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other,TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other
Case_289_Bankdroid_SINTETICO_10_BUG,TryStatement TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other TryStatement HasFinallyBlock MethodCall_Other MethodCall_close MethodCall_Other MethodCall_Other MethodCall_Other CatchClause MethodCall_Other,TryStatement HasResources_ImplicitClose MethodCall_Other TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other CatchClause MethodCall_Other,TryStatement HasResources_ImplicitClose MethodCall_Other TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other CatchClause MethodCall_Other
Case_214_Xabber_SINTETICO_11_BUG,MethodCall_Other TryStatement MethodCall_Other TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other CatchClause MethodCall_Other,MethodCall_Other TryStatement MethodCall_Other TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other CatchClause MethodCall_Other,MethodCall_Other MethodCall_Other TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other CatchClause MethodCall_Other
Case_093_Wordpress_SINTETICO_1_BUG,MethodCall_Other,MethodCall_Other MethodCall_close MethodCall_Other MethodCall_close,MethodCall_Other MethodCall_close
Case_285_Osmand_SINTETICO_9_BUG,MethodCall_Other MethodCall_Other TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other CatchClause MethodCall_Other MethodCall_Other MethodCall_close,MethodCall_Other MethodCall_Other TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other MethodCall_Other TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other CatchClause MethodCall_Other,MethodCall_Other MethodCall_Other TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other CatchClause MethodCall_Other MethodCall_Other MethodCall_close
Case_049_Owncloud_SINTETICO_5_BUG,TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close MethodCall_Other,TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close MethodCall_Other,TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other
Case_286_Cgeo_SINTETICO_9_BUG,TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other CatchClause MethodCall_Other,TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other,TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other CatchClause MethodCall_Other
Case_278_K-9 Mail_SINTETICO_6_BUG,MethodCall_Other TryStatement HasFinallyBlock MethodCall_Other CatchClause MethodCall_Other TryStatement MethodCall_close CatchClause MethodCall_Other,MethodCall_Other TryStatement HasFinallyBlock MethodCall_Other CatchClause MethodCall_Other TryStatement MethodCall_close CatchClause MethodCall_Other,MethodCall_Other TryStatement HasFinallyBlock MethodCall_Other CatchClause MethodCall_Other TryStatement MethodCall_close CatchClause MethodCall_Other
Case_096_Wordpress_SINTETICO_1_BUG,TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close,TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close,MethodCall_Other MethodCall_Other MethodCall_close MethodCall_Other MethodCall_Other
Case_220_ChatSecure_SINTETICO_2_BUG,TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other,TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other,TryStatement HasResources_ImplicitClose TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other
Case_132_Transdroid_SINTETICO_9_BUG,MethodCall_Other TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close,TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close,MethodCall_Other TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close
Case_276_VLC_SINTETICO_9_BUG,TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close MethodCall_close MethodCall_close,TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other,TryStatement HasResources_ImplicitClose HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close MethodCall_close
Case_149_AnySoftKeyboard_SINTETICO_6_BUG,MethodCall_Other MethodCall_Other TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close,TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close,TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other
Case_175_CSipSimple_SINTETICO_10_BUG,MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close,TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other TryStatement CatchClause MethodCall_Other,MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close
Case_158_OsmDroid_SINTETICO_8_BUG,MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other,MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other,MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other
Case_003_AnkiDroid_SINTETICO_1_BUG,TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other CatchClause MethodCall_Other MethodCall_close MethodCall_close,TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other MethodCall_Other CatchClause MethodCall_Other,TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close MethodCall_Other MethodCall_Other MethodCall_Other CatchClause MethodCall_Other MethodCall_close
Case_195_APG_SINTETICO_7_BUG,MethodCall_Other TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other,MethodCall_Other TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other,MethodCall_Other TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other
Case_145_FBReaderJ_SINTETICO_4_BUG,MethodCall_Other TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_close MethodCall_Other,TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close MethodCall_Other,TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other
Case_116_ChatSecure_SINTETICO_5_BUG,TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other CatchClause MethodCall_Other MethodCall_close,TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other CatchClause MethodCall_Other MethodCall_Other MethodCall_close,TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other CatchClause MethodCall_Other MethodCall_close
Case_192_VLC_SINTETICO_4_BUG,TryStatement HasResources_ImplicitClose HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close MethodCall_close MethodCall_close,TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other MethodCall_Other,TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close MethodCall_close MethodCall_close MethodCall_close
Case_133_Transdroid_SINTETICO_6_BUG,MethodCall_Other TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close,TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close,MethodCall_Other TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close
Case_025_AnkiDroid_SINTETICO_5_BUG,MethodCall_Other TryStatement HasFinallyBlock MethodCall_Other MethodCall_close MethodCall_Other MethodCall_Other,TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close,TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other
Case_282_Bitcoin-wallet_SINTETICO_1_BUG,MethodCall_Other,MethodCall_Other TryStatement CatchClause,TryStatement HasResources_ImplicitClose MethodCall_Other
Case_157_Ushahidi_SINTETICO_5_BUG,MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other,MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other,MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other
Case_175_CSipSimple_SINTETICO_8_BUG,MethodCall_Other MethodCall_Other TryStatement HasFinallyBlock MethodCall_Other TryStatement CatchClause MethodCall_Other,TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other,TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other
Case_132_Transdroid_SINTETICO_6_BUG,MethodCall_Other TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close,MethodCall_Other TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close,MethodCall_Other TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close
Case_284_Bitcoin-wallet_SINTETICO_2_BUG,TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other,TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other,TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other
Case_206_CycleStreets_SINTETICO_8_BUG,TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other CatchClause MethodCall_Other TryStatement MethodCall_close CatchClause MethodCall_Other,TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other CatchClause MethodCall_Other,TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other CatchClause MethodCall_Other
Case_178_Xabber_SINTETICO_9_BUG,MethodCall_Other MethodCall_Other MethodCall_Other TryStatement HasFinallyBlock MethodCall_Other MethodCall_recycle,MethodCall_Other MethodCall_Other MethodCall_Other TryStatement HasFinallyBlock MethodCall_Other MethodCall_recycle,MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_recycle
Case_226_ChatSecure_SINTETICO_8_BUG,TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_close MethodCall_close,TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other MethodCall_Other,TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other
Case_072_OSMTracker_SINTETICO_8_BUG,TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close,TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close,TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other
Case_137_CSipSimple_SINTETICO_6_BUG,TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close,TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close,TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other
Case_231_ChatSecure_SINTETICO_4_BUG,TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other MethodCall_Other,TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other,TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other MethodCall_Other
Case_165_Zxing_SINTETICO_1_BUG,MethodCall_Other TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other CatchClause MethodCall_Other MethodCall_Other MethodCall_close,TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other CatchClause MethodCall_Other MethodCall_Other MethodCall_close,MethodCall_Other TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other CatchClause MethodCall_Other MethodCall_Other MethodCall_close
Case_226_ChatSecure_SINTETICO_3_BUG,TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_close MethodCall_close,TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other MethodCall_Other,TryStatement HasResources_ImplicitClose TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other
Case_071_OSMTracker_SINTETICO_3_BUG,TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close,TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close,TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other
Case_054_Bankdroid_SINTETICO_6_BUG,TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close,TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other,TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other
