ID_Caso;Aplicacao;Classe_Recurso;Codigo_Snippet;Tem_Fuga_de_Recurso
Case_069_OSMTracker_SINTETICO_6_FIX;App de Compras;android.database.Cursor;"Cursor cursor = cartDb.query(""products"", new String[]{""name"", ""price""}, ""in_cart=1"", null, null, null, ""added_at DESC"");
if (cursor.moveToFirst()) {
    do {
        String name = cursor.getString(0);
        double price = cursor.getDouble(1);
        showCartItem(name, price);
    } while (cursor.moveToNext());
}
cursor.close();";0
Case_069_OSMTracker_SINTETICO_7_BUG;App de Noticias;android.database.Cursor;"Cursor cursor = newsDb.query(""articles"", new String[]{""_id"", ""headline""}, ""bookmarked=1"", null, null, null, null);
if (cursor != null) {
    while (cursor.moveToNext()) {
        long id = cursor.getLong(0);
        String headline = cursor.getString(1);
        renderBookmark(id, headline);
    }
}";1
Case_069_OSMTracker_SINTETICO_7_FIX;App de Noticias;android.database.Cursor;"Cursor cursor = newsDb.query(""articles"", new String[]{""_id"", ""headline""}, ""bookmarked=1"", null, null, null, null);
if (cursor != null) {
    while (cursor.moveToNext()) {
        long id = cursor.getLong(0);
        String headline = cursor.getString(1);
        renderBookmark(id, headline);
    }
    cursor.close();
}";0
Case_069_OSMTracker_SINTETICO_8_BUG;App de Receita de Cozinha;android.database.Cursor;"Cursor cursor = recipesDb.rawQuery(""SELECT ingredient, amount FROM pantry WHERE expiring_soon=1"", null);
if (cursor.moveToFirst()) {
    int ingredientCol = cursor.getColumnIndex(""ingredient"");
    int amountCol = cursor.getColumnIndex(""amount"");
    do {
        notifyUser(cursor.getString(ingredientCol), cursor.getString(amountCol));
    } while (cursor.moveToNext());
}";1
Case_069_OSMTracker_SINTETICO_8_FIX;App de Receita de Cozinha;android.database.Cursor;"Cursor cursor = recipesDb.rawQuery(""SELECT ingredient, amount FROM pantry WHERE expiring_soon=1"", null);
if (cursor.moveToFirst()) {
    int ingredientCol = cursor.getColumnIndex(""ingredient"");
    int amountCol = cursor.getColumnIndex(""amount"");
    do {
        notifyUser(cursor.getString(ingredientCol), cursor.getString(amountCol));
    } while (cursor.moveToNext());
}
cursor.close();";0
Case_069_OSMTracker_SINTETICO_9_BUG;App de Mensagens;android.database.Cursor;"Cursor cursor = messageDb.query(""threads"", new String[]{""thread_id"", ""last_message""}, ""unread_count > 0"", null, null, null, ""updated_at DESC"");
if (cursor.moveToFirst()) {
    do {
        long threadId = cursor.getLong(0);
        String lastMessage = cursor.getString(1);
        bindThread(threadId, lastMessage);
    } while (cursor.moveToNext());
}";1
Case_069_OSMTracker_SINTETICO_9_FIX;App de Mensagens;android.database.Cursor;"Cursor cursor = messageDb.query(""threads"", new String[]{""thread_id"", ""last_message""}, ""unread_count > 0"", null, null, null, ""updated_at DESC"");
if (cursor.moveToFirst()) {
    do {
        long threadId = cursor.getLong(0);
        String lastMessage = cursor.getString(1);
        bindThread(threadId, lastMessage);
    } while (cursor.moveToNext());
}
cursor.close();";0
Case_069_OSMTracker_SINTETICO_10_BUG;App de Educação;android.database.Cursor;"Cursor cursor = schoolDb.rawQuery(""SELECT student_name, score FROM exams WHERE subject=?"", new String[]{subject});
while (cursor.moveToNext()) {
    String name = cursor.getString(0);
    int score = cursor.getInt(1);
    addResult(name, score);
}";1
Case_069_OSMTracker_SINTETICO_10_FIX;App de Educação;android.database.Cursor;"Cursor cursor = schoolDb.rawQuery(""SELECT student_name, score FROM exams WHERE subject=?"", new String[]{subject});
while (cursor.moveToNext()) {
    String name = cursor.getString(0);
    int score = cursor.getInt(1);
    addResult(name, score);
}
cursor.close();";0
Case_070_OSMTracker_SINTETICO_1_BUG;App de Musica;android.database.Cursor;"Cursor cursor = db.query(""tracks"", new String[]{""title"", ""artist""}, ""playlist_id=?"", new String[]{playlistId}, null, null, ""position ASC"");
if (cursor != null && cursor.moveToFirst()) {
    do {
        String title = cursor.getString(0);
        String artist = cursor.getString(1);
        playlistAdapter.addTrack(title, artist);
    } while (cursor.moveToNext());
}
";1
Case_070_OSMTracker_SINTETICO_1_FIX;App de Musica;android.database.Cursor;"Cursor cursor = db.query(""tracks"", new String[]{""title"", ""artist""}, ""playlist_id=?"", new String[]{playlistId}, null, null, ""position ASC"");
if (cursor != null && cursor.moveToFirst()) {
    try {
        do {
            String title = cursor.getString(0);
            String artist = cursor.getString(1);
            playlistAdapter.addTrack(title, artist);
        } while (cursor.moveToNext());
    } finally {
        cursor.close();
    }
}
";0
Case_070_OSMTracker_SINTETICO_2_BUG;App de Scanner de Documentos;android.database.Cursor;"Cursor cursor = getContentResolver().query(MediaStore.Images.Media.EXTERNAL_CONTENT_URI,
        new String[]{MediaStore.Images.Media._ID, MediaStore.Images.Media.DISPLAY_NAME},
        MediaStore.Images.Media.BUCKET_ID + ""=?"",
        new String[]{folderId},
        null);

if (cursor != null && cursor.moveToFirst()) {
    do {
        long imageId = cursor.getLong(0);
        String name = cursor.getString(1);
        scannedFiles.add(name + "":"" + imageId);
    } while (cursor.moveToNext());
}
";1
Case_070_OSMTracker_SINTETICO_2_FIX;App de Scanner de Documentos;android.database.Cursor;"Cursor cursor = getContentResolver().query(MediaStore.Images.Media.EXTERNAL_CONTENT_URI,
        new String[]{MediaStore.Images.Media._ID, MediaStore.Images.Media.DISPLAY_NAME},
        MediaStore.Images.Media.BUCKET_ID + ""=?"",
        new String[]{folderId},
        null);

if (cursor != null && cursor.moveToFirst()) {
    try {
        do {
            long imageId = cursor.getLong(0);
            String name = cursor.getString(1);
            scannedFiles.add(name + "":"" + imageId);
        } while (cursor.moveToNext());
    } finally {
        cursor.close();
    }
}
";0
Case_070_OSMTracker_SINTETICO_3_BUG;App de Fitness;android.database.Cursor;"Cursor cursor = workoutDb.rawQuery(""SELECT date, calories FROM workouts WHERE user_id=? ORDER BY date DESC"", new String[]{userId});
if (cursor != null && cursor.moveToFirst()) {
    do {
        String date = cursor.getString(0);
        int calories = cursor.getInt(1);
        history.add(new WorkoutEntry(date, calories));
    } while (cursor.moveToNext());
}
";1
Case_070_OSMTracker_SINTETICO_3_FIX;App de Fitness;android.database.Cursor;"Cursor cursor = workoutDb.rawQuery(""SELECT date, calories FROM workouts WHERE user_id=? ORDER BY date DESC"", new String[]{userId});
if (cursor != null && cursor.moveToFirst()) {
    try {
        do {
            String date = cursor.getString(0);
            int calories = cursor.getInt(1);
            history.add(new WorkoutEntry(date, calories));
        } while (cursor.moveToNext());
    } finally {
        cursor.close();
    }
}
";0
Case_070_OSMTracker_SINTETICO_4_BUG;App de E-commerce;android.database.Cursor;"Cursor cursor = db.query(""orders"", new String[]{""order_id"", ""status""}, ""customer_id=?"", new String[]{customerId}, null, null, null);
if (cursor != null && cursor.moveToFirst()) {
    do {
        String orderId = cursor.getString(0);
        String status = cursor.getString(1);
        orderList.add(orderId + "" - "" + status);
    } while (cursor.moveToNext());
}
";1
Case_070_OSMTracker_SINTETICO_4_FIX;App de E-commerce;android.database.Cursor;"Cursor cursor = db.query(""orders"", new String[]{""order_id"", ""status""}, ""customer_id=?"", new String[]{customerId}, null, null, null);
if (cursor != null && cursor.moveToFirst()) {
    try {
        do {
            String orderId = cursor.getString(0);
            String status = cursor.getString(1);
            orderList.add(orderId + "" - "" + status);
        } while (cursor.moveToNext());
    } finally {
        cursor.close();
    }
}
";0
Case_070_OSMTracker_SINTETICO_5_BUG;App de Mensagens;android.database.Cursor;"Cursor cursor = messagesDb.query(""conversations"", new String[]{""contact_name"", ""last_message""}, null, null, null, null, ""updated_at DESC"");
if (cursor != null && cursor.moveToFirst()) {
    do {
        String contact = cursor.getString(0);
        String lastMessage = cursor.getString(1);
        inboxPreview.add(contact + "": "" + lastMessage);
    } while (cursor.moveToNext());
}
";1
Case_070_OSMTracker_SINTETICO_5_FIX;App de Mensagens;android.database.Cursor;"Cursor cursor = messagesDb.query(""conversations"", new String[]{""contact_name"", ""last_message""}, null, null, null, null, ""updated_at DESC"");
if (cursor != null && cursor.moveToFirst()) {
    try {
        do {
            String contact = cursor.getString(0);
            String lastMessage = cursor.getString(1);
            inboxPreview.add(contact + "": "" + lastMessage);
        } while (cursor.moveToNext());
    } finally {
        cursor.close();
    }
}
";0
Case_070_OSMTracker_SINTETICO_6_BUG;App de Viagens;android.database.Cursor;"Cursor cursor = db.query(""saved_places"", new String[]{""place_name"", ""city"", ""country""}, ""trip_id=?"", new String[]{tripId}, null, null, ""priority ASC"");
if (cursor != null && cursor.moveToFirst()) {
    do {
        String place = cursor.getString(0);
        String city = cursor.getString(1);
        String country = cursor.getString(2);
        itinerary.add(place + "" - "" + city + "", "" + country);
    } while (cursor.moveToNext());
}
";1
Case_070_OSMTracker_SINTETICO_6_FIX;App de Viagens;android.database.Cursor;"Cursor cursor = db.query(""saved_places"", new String[]{""place_name"", ""city"", ""country""}, ""trip_id=?"", new String[]{tripId}, null, null, ""priority ASC"");
if (cursor != null && cursor.moveToFirst()) {
    try {
        do {
            String place = cursor.getString(0);
            String city = cursor.getString(1);
            String country = cursor.getString(2);
            itinerary.add(place + "" - "" + city + "", "" + country);
        } while (cursor.moveToNext());
    } finally {
        cursor.close();
    }
}
";0
Case_070_OSMTracker_SINTETICO_7_BUG;App de Notícias;android.database.Cursor;"Cursor cursor = db.query(""bookmarks"", new String[]{""article_id"", ""headline""}, ""user_id=?"", new String[]{userId}, null, null, ""saved_at DESC"");
if (cursor != null && cursor.moveToFirst()) {
    do {
        long articleId = cursor.getLong(0);
        String headline = cursor.getString(1);
        savedArticles.add(articleId + ""|"" + headline);
    } while (cursor.moveToNext());
}
";1
Case_070_OSMTracker_SINTETICO_7_FIX;App de Notícias;android.database.Cursor;"Cursor cursor = db.query(""bookmarks"", new String[]{""article_id"", ""headline""}, ""user_id=?"", new String[]{userId}, null, null, ""saved_at DESC"");
if (cursor != null && cursor.moveToFirst()) {
    try {
        do {
            long articleId = cursor.getLong(0);
            String headline = cursor.getString(1);
            savedArticles.add(articleId + ""|"" + headline);
        } while (cursor.moveToNext());
    } finally {
        cursor.close();
    }
}
";0
Case_070_OSMTracker_SINTETICO_8_BUG;App de Finanças Pessoais;android.database.Cursor;"Cursor cursor = financeDb.rawQuery(""SELECT date, amount, category FROM transactions WHERE account_id=?"", new String[]{accountId});
if (cursor != null && cursor.moveToFirst()) {
    do {
        String date = cursor.getString(0);
        double amount = cursor.getDouble(1);
        String category = cursor.getString(2);
        transactions.add(new Transaction(date, amount, category));
    } while (cursor.moveToNext());
}
";1
Case_070_OSMTracker_SINTETICO_8_FIX;App de Finanças Pessoais;android.database.Cursor;"Cursor cursor = financeDb.rawQuery(""SELECT date, amount, category FROM transactions WHERE account_id=?"", new String[]{accountId});
if (cursor != null && cursor.moveToFirst()) {
    try {
        do {
            String date = cursor.getString(0);
            double amount = cursor.getDouble(1);
            String category = cursor.getString(2);
            transactions.add(new Transaction(date, amount, category));
        } while (cursor.moveToNext());
    } finally {
        cursor.close();
    }
}
";0
Case_071_OSMTracker_SINTETICO_1_BUG;App de Musica;android.database.Cursor;"Cursor songCursor = resolver.query(SongContract.Songs.CONTENT_URI, null, SongContract.Songs.ALBUM_ID + ""=?"", new String[]{albumId}, null);
if (songCursor.moveToFirst()) {
    trackCount = songCursor.getInt(songCursor.getColumnIndex(SongContract.Songs.TRACK_COUNT));
    albumArtist = songCursor.getString(songCursor.getColumnIndex(SongContract.Songs.ARTIST_NAME));
}
";1
Case_071_OSMTracker_SINTETICO_1_FIX;App de Musica;android.database.Cursor;"Cursor songCursor = resolver.query(SongContract.Songs.CONTENT_URI, null, SongContract.Songs.ALBUM_ID + ""=?"", new String[]{albumId}, null);
if (songCursor.moveToFirst()) {
    trackCount = songCursor.getInt(songCursor.getColumnIndex(SongContract.Songs.TRACK_COUNT));
    albumArtist = songCursor.getString(songCursor.getColumnIndex(SongContract.Songs.ARTIST_NAME));
}
songCursor.close();
";0
Case_071_OSMTracker_SINTETICO_3_BUG;App de Fitness;android.database.Cursor;"Cursor workoutCursor = provider.query(WorkoutContract.Workouts.CONTENT_URI, null, ""user_id=?"", new String[]{userId}, ""date DESC"");
if (workoutCursor.moveToFirst()) {
    totalCalories = workoutCursor.getFloat(workoutCursor.getColumnIndex(WorkoutContract.Workouts.CALORIES));
    durationMinutes = workoutCursor.getInt(workoutCursor.getColumnIndex(WorkoutContract.Workouts.DURATION_MINUTES));
}
";1
Case_071_OSMTracker_SINTETICO_3_FIX;App de Fitness;android.database.Cursor;"Cursor workoutCursor = provider.query(WorkoutContract.Workouts.CONTENT_URI, null, ""user_id=?"", new String[]{userId}, ""date DESC"");
if (workoutCursor.moveToFirst()) {
    totalCalories = workoutCursor.getFloat(workoutCursor.getColumnIndex(WorkoutContract.Workouts.CALORIES));
    durationMinutes = workoutCursor.getInt(workoutCursor.getColumnIndex(WorkoutContract.Workouts.DURATION_MINUTES));
}
workoutCursor.close();
";0
Case_071_OSMTracker_SINTETICO_5_BUG;App de E-commerce;android.database.Cursor;"Cursor productCursor = resolver.query(ProductContract.Products.CONTENT_URI, null, ""sku=?"", new String[]{sku}, null);
if (productCursor.moveToFirst()) {
    price = productCursor.getDouble(productCursor.getColumnIndex(ProductContract.Products.PRICE));
    stock = productCursor.getInt(productCursor.getColumnIndex(ProductContract.Products.STOCK));
}
";1
Case_071_OSMTracker_SINTETICO_5_FIX;App de E-commerce;android.database.Cursor;"Cursor productCursor = resolver.query(ProductContract.Products.CONTENT_URI, null, ""sku=?"", new String[]{sku}, null);
if (productCursor.moveToFirst()) {
    price = productCursor.getDouble(productCursor.getColumnIndex(ProductContract.Products.PRICE));
    stock = productCursor.getInt(productCursor.getColumnIndex(ProductContract.Products.STOCK));
}
productCursor.close();
";0
Case_071_OSMTracker_SINTETICO_6_BUG;App de Mapas e Navegação;android.database.Cursor;"Cursor routeCursor = geoDb.query(""routes"", null, ""route_id=?"", new String[]{routeId}, null, null, null);
if (routeCursor.moveToFirst()) {
    distanceMeters = routeCursor.getFloat(routeCursor.getColumnIndex(""distance_m""));
    etaMinutes = routeCursor.getInt(routeCursor.getColumnIndex(""eta_min""));
}
";1
Case_071_OSMTracker_SINTETICO_6_FIX;App de Mapas e Navegação;android.database.Cursor;"Cursor routeCursor = geoDb.query(""routes"", null, ""route_id=?"", new String[]{routeId}, null, null, null);
if (routeCursor.moveToFirst()) {
    distanceMeters = routeCursor.getFloat(routeCursor.getColumnIndex(""distance_m""));
    etaMinutes = routeCursor.getInt(routeCursor.getColumnIndex(""eta_min""));
}
routeCursor.close();
";0
Case_071_OSMTracker_SINTETICO_7_BUG;App de Notícias;android.database.Cursor;"Cursor articleCursor = newsProvider.query(NewsContract.Articles.CONTENT_URI, null, ""category=?"", new String[]{category}, ""published_at DESC"");
if (articleCursor.moveToFirst()) {
    headline = articleCursor.getString(articleCursor.getColumnIndex(NewsContract.Articles.TITLE));
    author = articleCursor.getString(articleCursor.getColumnIndex(NewsContract.Articles.AUTHOR));
}
";1
Case_071_OSMTracker_SINTETICO_7_FIX;App de Notícias;android.database.Cursor;"Cursor articleCursor = newsProvider.query(NewsContract.Articles.CONTENT_URI, null, ""category=?"", new String[]{category}, ""published_at DESC"");
if (articleCursor.moveToFirst()) {
    headline = articleCursor.getString(articleCursor.getColumnIndex(NewsContract.Articles.TITLE));
    author = articleCursor.getString(articleCursor.getColumnIndex(NewsContract.Articles.AUTHOR));
}
articleCursor.close();
";0
Case_071_OSMTracker_SINTETICO_8_BUG;App de Pagamentos;android.database.Cursor;"Cursor paymentCursor = billingDb.query(""payments"", null, ""invoice_id=?"", new String[]{invoiceId}, null, null, null);
if (paymentCursor.moveToFirst()) {
    status = paymentCursor.getString(paymentCursor.getColumnIndex(""status""));
    paidAt = paymentCursor.getLong(paymentCursor.getColumnIndex(""paid_at""));
}
";1
Case_071_OSMTracker_SINTETICO_8_FIX;App de Pagamentos;android.database.Cursor;"Cursor paymentCursor = billingDb.query(""payments"", null, ""invoice_id=?"", new String[]{invoiceId}, null, null, null);
if (paymentCursor.moveToFirst()) {
    status = paymentCursor.getString(paymentCursor.getColumnIndex(""status""));
    paidAt = paymentCursor.getLong(paymentCursor.getColumnIndex(""paid_at""));
}
paymentCursor.close();
";0
Case_071_OSMTracker_SINTETICO_9_BUG;App de Agenda/Calendário;android.database.Cursor;"Cursor eventCursor = calendarProvider.query(CalendarContract.Events.CONTENT_URI, null, ""calendar_id=?"", new String[]{calendarId}, ""dtstart ASC"");
if (eventCursor.moveToFirst()) {
    nextEventTitle = eventCursor.getString(eventCursor.getColumnIndex(CalendarContract.Events.TITLE));
    nextEventStart = eventCursor.getLong(eventCursor.getColumnIndex(CalendarContract.Events.DTSTART));
}
";1
Case_071_OSMTracker_SINTETICO_9_FIX;App de Agenda/Calendário;android.database.Cursor;"Cursor eventCursor = calendarProvider.query(CalendarContract.Events.CONTENT_URI, null, ""calendar_id=?"", new String[]{calendarId}, ""dtstart ASC"");
if (eventCursor.moveToFirst()) {
    nextEventTitle = eventCursor.getString(eventCursor.getColumnIndex(CalendarContract.Events.TITLE));
    nextEventStart = eventCursor.getLong(eventCursor.getColumnIndex(CalendarContract.Events.DTSTART));
}
eventCursor.close();
";0
Case_071_OSMTracker_SINTETICO_10_BUG;App de Galeria de Fotos;android.database.Cursor;"Cursor imageCursor = mediaDb.query(""images"", null, ""album_id=?"", new String[]{albumId}, null, null, ""date_taken DESC"");
if (imageCursor.moveToFirst()) {
    coverPath = imageCursor.getString(imageCursor.getColumnIndex(""path""));
    imageCount = imageCursor.getInt(imageCursor.getColumnIndex(""count""));
}
";1
Case_071_OSMTracker_SINTETICO_10_FIX;App de Galeria de Fotos;android.database.Cursor;"Cursor imageCursor = mediaDb.query(""images"", null, ""album_id=?"", new String[]{albumId}, null, null, ""date_taken DESC"");
if (imageCursor.moveToFirst()) {
    coverPath = imageCursor.getString(imageCursor.getColumnIndex(""path""));
    imageCount = imageCursor.getInt(imageCursor.getColumnIndex(""count""));
}
imageCursor.close();
";0
Case_072_OSMTracker_SINTETICO_1_BUG;App de Música;android.database.Cursor;"Cursor songCursor = db.query(SongsContract.TABLE_NAME, null, SongsContract.COL_ID + ""=?"", new String[]{songId}, null, null, null);
if (songCursor.moveToFirst()) {
    title = songCursor.getString(songCursor.getColumnIndex(SongsContract.COL_TITLE));
    artist = songCursor.getString(songCursor.getColumnIndex(SongsContract.COL_ARTIST));
    duration = songCursor.getLong(songCursor.getColumnIndex(SongsContract.COL_DURATION));
}
";1
Case_072_OSMTracker_SINTETICO_1_FIX;App de Música;android.database.Cursor;"Cursor songCursor = db.query(SongsContract.TABLE_NAME, null, SongsContract.COL_ID + ""=?"", new String[]{songId}, null, null, null);
if (songCursor.moveToFirst()) {
    title = songCursor.getString(songCursor.getColumnIndex(SongsContract.COL_TITLE));
    artist = songCursor.getString(songCursor.getColumnIndex(SongsContract.COL_ARTIST));
    duration = songCursor.getLong(songCursor.getColumnIndex(SongsContract.COL_DURATION));
}
songCursor.close();
";0
Case_072_OSMTracker_SINTETICO_2_BUG;App de Scanner de Documentos;android.database.Cursor;"Cursor pageCursor = contentResolver.query(DocumentProvider.pageUri(documentId), null, null, null, null);
if (pageCursor.moveToFirst()) {
    pageCount = pageCursor.getInt(pageCursor.getColumnIndex(DocumentSchema.COL_PAGE_COUNT));
    lastModified = pageCursor.getLong(pageCursor.getColumnIndex(DocumentSchema.COL_LAST_MODIFIED));
}
";1
Case_072_OSMTracker_SINTETICO_2_FIX;App de Scanner de Documentos;android.database.Cursor;"Cursor pageCursor = contentResolver.query(DocumentProvider.pageUri(documentId), null, null, null, null);
if (pageCursor.moveToFirst()) {
    pageCount = pageCursor.getInt(pageCursor.getColumnIndex(DocumentSchema.COL_PAGE_COUNT));
    lastModified = pageCursor.getLong(pageCursor.getColumnIndex(DocumentSchema.COL_LAST_MODIFIED));
}
pageCursor.close();
";0
Case_072_OSMTracker_SINTETICO_3_BUG;App de Fitness;android.database.Cursor;"Cursor workoutCursor = getContentResolver().query(WorkoutContract.CONTENT_URI, null, WorkoutContract.COL_USER_ID + ""=?"", new String[]{userId}, null);
if (workoutCursor.moveToFirst()) {
    calories = workoutCursor.getFloat(workoutCursor.getColumnIndex(WorkoutContract.COL_CALORIES));
    steps = workoutCursor.getInt(workoutCursor.getColumnIndex(WorkoutContract.COL_STEPS));
}
";1
Case_072_OSMTracker_SINTETICO_3_FIX;App de Fitness;android.database.Cursor;"Cursor workoutCursor = getContentResolver().query(WorkoutContract.CONTENT_URI, null, WorkoutContract.COL_USER_ID + ""=?"", new String[]{userId}, null);
if (workoutCursor.moveToFirst()) {
    calories = workoutCursor.getFloat(workoutCursor.getColumnIndex(WorkoutContract.COL_CALORIES));
    steps = workoutCursor.getInt(workoutCursor.getColumnIndex(WorkoutContract.COL_STEPS));
}
workoutCursor.close();
";0
Case_072_OSMTracker_SINTETICO_4_BUG;App de Contactos;android.database.Cursor;"Cursor contactCursor = resolver.query(ContactsContract.CommonDataKinds.Phone.CONTENT_URI, null, ContactsContract.CommonDataKinds.Phone.CONTACT_ID + ""=?"", new String[]{contactId}, null);
if (contactCursor.moveToFirst()) {
    phoneNumber = contactCursor.getString(contactCursor.getColumnIndex(ContactsContract.CommonDataKinds.Phone.NUMBER));
    label = contactCursor.getString(contactCursor.getColumnIndex(ContactsContract.CommonDataKinds.Phone.TYPE));
}
";1
Case_072_OSMTracker_SINTETICO_4_FIX;App de Contactos;android.database.Cursor;"Cursor contactCursor = resolver.query(ContactsContract.CommonDataKinds.Phone.CONTENT_URI, null, ContactsContract.CommonDataKinds.Phone.CONTACT_ID + ""=?"", new String[]{contactId}, null);
if (contactCursor.moveToFirst()) {
    phoneNumber = contactCursor.getString(contactCursor.getColumnIndex(ContactsContract.CommonDataKinds.Phone.NUMBER));
    label = contactCursor.getString(contactCursor.getColumnIndex(ContactsContract.CommonDataKinds.Phone.TYPE));
}
contactCursor.close();
";0
Case_072_OSMTracker_SINTETICO_5_BUG;App de Loja;android.database.Cursor;"Cursor orderCursor = database.query(""orders"", null, ""order_id=?"", new String[]{orderId}, null, null, null);
if (orderCursor.moveToFirst()) {
    total = orderCursor.getDouble(orderCursor.getColumnIndex(""total_amount""));
    status = orderCursor.getString(orderCursor.getColumnIndex(""status""));
}
";1
Case_072_OSMTracker_SINTETICO_5_FIX;App de Loja;android.database.Cursor;"Cursor orderCursor = database.query(""orders"", null, ""order_id=?"", new String[]{orderId}, null, null, null);
if (orderCursor.moveToFirst()) {
    total = orderCursor.getDouble(orderCursor.getColumnIndex(""total_amount""));
    status = orderCursor.getString(orderCursor.getColumnIndex(""status""));
}
orderCursor.close();
";0
Case_072_OSMTracker_SINTETICO_6_BUG;App de Transporte;android.database.Cursor;"Cursor routeCursor = provider.query(RouteContract.getRouteUri(routeId), null, null, null, null);
if (routeCursor.moveToFirst()) {
    distanceKm = routeCursor.getFloat(routeCursor.getColumnIndex(RouteContract.COL_DISTANCE_KM));
    etaMinutes = routeCursor.getInt(routeCursor.getColumnIndex(RouteContract.COL_ETA_MINUTES));
}
";1
Case_072_OSMTracker_SINTETICO_6_FIX;App de Transporte;android.database.Cursor;"Cursor routeCursor = provider.query(RouteContract.getRouteUri(routeId), null, null, null, null);
if (routeCursor.moveToFirst()) {
    distanceKm = routeCursor.getFloat(routeCursor.getColumnIndex(RouteContract.COL_DISTANCE_KM));
    etaMinutes = routeCursor.getInt(routeCursor.getColumnIndex(RouteContract.COL_ETA_MINUTES));
}
routeCursor.close();
";0
Case_072_OSMTracker_SINTETICO_7_BUG;App de Notas;android.database.Cursor;"Cursor noteCursor = db.query(NoteContract.TABLE_NOTES, null, NoteContract.COL_NOTE_UUID + ""=?"", new String[]{uuid}, null, null, null);
if (noteCursor.moveToFirst()) {
    content = noteCursor.getString(noteCursor.getColumnIndex(NoteContract.COL_CONTENT));
    updatedAt = noteCursor.getLong(noteCursor.getColumnIndex(NoteContract.COL_UPDATED_AT));
}
";1
Case_072_OSMTracker_SINTETICO_7_FIX;App de Notas;android.database.Cursor;"Cursor noteCursor = db.query(NoteContract.TABLE_NOTES, null, NoteContract.COL_NOTE_UUID + ""=?"", new String[]{uuid}, null, null, null);
if (noteCursor.moveToFirst()) {
    content = noteCursor.getString(noteCursor.getColumnIndex(NoteContract.COL_CONTENT));
    updatedAt = noteCursor.getLong(noteCursor.getColumnIndex(NoteContract.COL_UPDATED_AT));
}
noteCursor.close();
";0
Case_072_OSMTracker_SINTETICO_8_BUG;App de Receitas;android.database.Cursor;"Cursor recipeCursor = getContentResolver().query(RecipeProvider.RECIPES_URI, null, RecipeSchema.COL_RECIPE_ID + ""=?"", new String[]{recipeId}, null);
if (recipeCursor.moveToFirst()) {
    servings = recipeCursor.getInt(recipeCursor.getColumnIndex(RecipeSchema.COL_SERVINGS));
    prepTime = recipeCursor.getInt(recipeCursor.getColumnIndex(RecipeSchema.COL_PREP_TIME));
}
";1
Case_072_OSMTracker_SINTETICO_8_FIX;App de Receitas;android.database.Cursor;"Cursor recipeCursor = getContentResolver().query(RecipeProvider.RECIPES_URI, null, RecipeSchema.COL_RECIPE_ID + ""=?"", new String[]{recipeId}, null);
if (recipeCursor.moveToFirst()) {
    servings = recipeCursor.getInt(recipeCursor.getColumnIndex(RecipeSchema.COL_SERVINGS));
    prepTime = recipeCursor.getInt(recipeCursor.getColumnIndex(RecipeSchema.COL_PREP_TIME));
}
recipeCursor.close();
";0
Case_072_OSMTracker_SINTETICO_9_BUG;App de Viagens;android.database.Cursor;"Cursor hotelCursor = db.query(HotelContract.TABLE_HOTELS, null, HotelContract.COL_CITY + ""=?"", new String[]{cityName}, null, null, null);
if (hotelCursor.moveToFirst()) {
    hotelName = hotelCursor.getString(hotelCursor.getColumnIndex(HotelContract.COL_NAME));
    rating = hotelCursor.getFloat(hotelCursor.getColumnIndex(HotelContract.COL_RATING));
}
";1
Case_072_OSMTracker_SINTETICO_9_FIX;App de Viagens;android.database.Cursor;"Cursor hotelCursor = db.query(HotelContract.TABLE_HOTELS, null, HotelContract.COL_CITY + ""=?"", new String[]{cityName}, null, null, null);
if (hotelCursor.moveToFirst()) {
    hotelName = hotelCursor.getString(hotelCursor.getColumnIndex(HotelContract.COL_NAME));
    rating = hotelCursor.getFloat(hotelCursor.getColumnIndex(HotelContract.COL_RATING));
}
hotelCursor.close();
";0
Case_072_OSMTracker_SINTETICO_10_BUG;App de Biblioteca;android.database.Cursor;"Cursor bookCursor = resolver.query(BookProvider.getBookUri(bookId), null, null, null, null);
if (bookCursor.moveToFirst()) {
    author = bookCursor.getString(bookCursor.getColumnIndex(BookSchema.COL_AUTHOR));
    isbn = bookCursor.getString(bookCursor.getColumnIndex(BookSchema.COL_ISBN));
}
";1
Case_072_OSMTracker_SINTETICO_10_FIX;App de Biblioteca;android.database.Cursor;"Cursor bookCursor = resolver.query(BookProvider.getBookUri(bookId), null, null, null, null);
if (bookCursor.moveToFirst()) {
    author = bookCursor.getString(bookCursor.getColumnIndex(BookSchema.COL_AUTHOR));
    isbn = bookCursor.getString(bookCursor.getColumnIndex(BookSchema.COL_ISBN));
}
bookCursor.close();
";0
Case_078_IRCCloud_SINTETICO_2_BUG;App de Scanner de Documentos;android.database.Cursor;"Cursor c = getContentResolver().query(imageUri, new String[]{OpenableColumns.DISPLAY_NAME, OpenableColumns.SIZE}, null, null, null);
if (c != null && c.moveToFirst()) {
    fileName = c.getString(0);
    fileSize = c.getLong(1);
    c.close();
} else {
    fileName = ""scan.jpg"";
}
";1
